Chromosome	LeftBP	RightBP	Smoothed_cMMb
chr4H	618502745	618679930	1.15327465602583
chr4H	618679930	620025304	1.11757151219634
chr4H	620025304	620025509	0.958564479994271
chr4H	620025509	620339345	0.921454263946182
chr4H	620339345	620533072	0.861475558656057
chr4H	620533072	620872317	0.798494272557802
chr4H	620872317	621948101	0.631280335828804
chr4H	621948101	622061976	0.49069836559704
chr4H	622061976	622160190	0.465635814492493
chr4H	622160190	622617880	0.549731363676961
chr4H	622617880	622965542	0.671562684780623
chr4H	622965542	623116887	0.747051020377945
chr4H	623116887	623117135	0.76998357093977
chr4H	623117135	623120121	0.770472801105523
chr4H	623120121	623124965	0.771657300857485
chr4H	623124965	623209165	0.785127619620404
chr4H	623209165	623749533	0.879610460116325
chr4H	623749533	623900388	0.984176676214673
chr4H	623900388	624584147	1.11043466803888
chr4H	624584147	624939356	1.26760674189532
chr4H	624939356	627962516	0.941778865044669
chr4H	627962516	628636387	0.847419765603636
chr4H	628636387	629486243	0.808529773197841
chr4H	629486243	629645765	0.791898065431009
chr4H	629645765	630508918	0.775047260538844
chr4H	630508918	630859299	0.755051636646592
chr4H	630859299	630904077	0.748540528806483
chr4H	630904077	631306280	0.741175540299376
chr4H	631306280	632171759	0.720287709808448
chr4H	632171759	632600298	0.9063248538757
chr4H	632600298	632622834	0.971174573709687
chr4H	632622834	633031262	1.03313299450121
chr4H	633031262	633042658	1.09348985041116
chr4H	633042658	633173997	1.11401043958259
chr4H	633173997	633384580	1.16316755515113
chr4H	633384580	633602081	1.22471192685298
chr4H	633602081	635065146	1.46632193463998
chr4H	635065146	635967805	0.850111528645168
chr4H	635967805	636352588	0.514765918796015
chr4H	636352588	636430559	0.394230374406337
chr4H	636430559	637465021	0.104470118953025
chr4H	637465021	637603682	0.653712702728209
chr4H	637603682	638051671	0.928375429289458
chr4H	638051671	638109057	1.16498614340501
chr4H	638109057	638202451	1.23557959079427
chr4H	638202451	638223519	1.289169371767
chr4H	638223519	639342632	1.82298889317385
chr4H	639342632	639755186	2.54009761967839
chr4H	639755186	640596465	2.14352995816026
chr4H	640596465	642561253	1.25601509114589
chr4H	642561253	642563582	0
chr4H	642563582	642564120	0
chr4H	642564120	642587725	0
chr4H	642587725	643005841	0
chr4H	643005841	643754671	0
chr4H	643754671	644449830	0
chr4H	644449830	645030797	0
chr4H	645030797	646020727	0.643178231477436
chr4H	646020727	646103540	1.99122262246447
chr5H	397673	1154365	2.08505988022237
chr5H	1154365	1318527	2.01625024486038
chr5H	1318527	2459708	1.91871016157646
chr5H	2459708	2460344	1.83338934913483
chr5H	2460344	2540132	1.82737976877317
chr5H	2540132	2540280	1.82140665358629
chr5H	2540280	2540710	1.82136346327682
chr5H	2540710	2570624	1.81909604675322
chr5H	2570624	2570921	1.81683856848422
chr5H	2570921	2571485	1.81677423136232
chr5H	2571485	2754382	1.80306534318554
chr5H	2754382	2896782	1.77875794162747
chr5H	2896782	3152370	1.74901879822531
chr5H	3152370	3766117	1.68405885413275
chr5H	3766117	3924472	1.73651069667178
chr5H	3924472	4183705	1.76487904699621
chr5H	4183705	4734215	1.81988798666103
chr5H	4734215	5617181	1.91726949510874
chr5H	5617181	5799875	1.98966385559499
chr5H	5799875	6354645	2.03976260628623
chr5H	6354645	6937833	2.07320770084893
chr5H	6937833	7958960	2.12035923621611
chr5H	7958960	9252480	2.18838774675365
chr5H	9252480	9600389	1.90927060759661
chr5H	9600389	9859286	1.80608615384117
chr5H	9859286	9862051	1.76159178407793
chr5H	9862051	9866403	1.7603815723177
chr5H	9866403	11410502	1.49707489670464
chr5H	11410502	12380644	1.55221098110985
chr5H	12380644	13846829	1.6056384493242
chr5H	13846829	14016590	1.3960986491837
chr5H	14016590	16277132	1.08481379937763
chr5H	16277132	16941975	1.07638386190265
chr5H	16941975	17075384	1.07408357853848
chr5H	17075384	17133680	1.07353115170795
chr5H	17133680	19792822	0.814232635436532
chr5H	19792822	23246071	0.645992695113723
chr5H	23246071	24035001	0.555600195311301
chr5H	24035001	24737439	0.523822073349607
chr5H	24737439	24741605	0.495816914230139
chr5H	24741605	24876262	0.490314878854679
chr5H	24876262	24948895	0.48209925959145
chr5H	24948895	26939229	0.400336746085708
chr5H	26939229	28150659	0.287664070403055
chr5H	28150659	28954786	0.216734982506226
chr5H	28954786	30204455	0.279542177716764
chr5H	30204455	30204480	0.317759106278042
chr5H	30204480	31032251	0.343073959830441
chr5H	31032251	31296243	0.376461195887305
chr5H	31296243	34677472	0.286176737741667
chr5H	34677472	34998637	0.181272977691232
chr5H	34998637	38558392	0.087712612668396
chr5H	38558392	39805511	0.0198082469688506
chr5H	39805511	41831249	0.00838169899425541
chr5H	41831249	42206245	0
chr5H	42206245	46960961	0
chr5H	46960961	47057299	0
chr5H	47057299	50385776	0.000134332635410889
chr5H	50385776	50388254	0.0843049767681178
chr5H	50388254	55775968	0.240938526902746
chr5H	55775968	60207685	0.115195661174116
chr5H	60207685	67487717	0.128451998026789
chr5H	67487717	67614257	0.0511753181902249
chr5H	67614257	72936487	0.0259675335059944
chr5H	72936487	74312905	0.0541465710731941
chr5H	74312905	74314812	0.0612757110167221
chr5H	74314812	80754652	0.0669746295820427
chr5H	80754652	86049334	0.0284621250713059
chr5H	86049334	90975204	0.0132852500669905
chr5H	90975204	97833210	0
chr5H	97833210	100805845	0
chr5H	100805845	101849000	0
chr5H	101849000	106968082	0.000533981218740025
chr5H	106968082	107554248	0.0124970031944581
chr5H	107554248	119823437	0
chr5H	119823437	120885908	0
chr5H	120885908	121363943	0
chr5H	121363943	126746171	0.00438759551129898
chr5H	126746171	129714192	0.0177247739809806
chr5H	129714192	130602489	0.0311482925164633
chr5H	130602489	131280684	0.0366011193833569
chr5H	131280684	144294247	0.0293431588596533
chr5H	144294247	146141244	0.00422154716463173
chr5H	146141244	146462278	0.00208367789653302
chr5H	146462278	156370099	0
chr5H	156370099	167339408	0
chr5H	167339408	167690389	0
chr5H	167690389	177314029	0
chr5H	177314029	183291260	0
chr5H	183291260	195772324	0
chr5H	195772324	196627790	0
chr5H	196627790	199522599	0
chr5H	199522599	205923549	0
chr5H	205923549	214882696	0
chr5H	214882696	219454877	0
chr5H	219454877	221906943	0
chr5H	221906943	226630663	0
chr5H	226630663	228224425	0
chr5H	228224425	231082339	0
chr5H	231082339	236655804	0
chr5H	236655804	246151527	0
chr5H	246151527	253948124	0
chr5H	253948124	255509831	0
chr5H	255509831	265028358	0
chr5H	265028358	266762999	0
chr5H	266762999	270952748	0
chr5H	270952748	273898900	0
chr5H	273898900	278507375	0
chr5H	278507375	280612611	0
chr5H	280612611	288439235	0
chr5H	288439235	293388594	0
chr5H	293388594	315391748	0
chr5H	315391748	315392038	0
chr5H	315392038	329004926	0
chr5H	329004926	343326273	0
chr5H	343326273	349702859	0.221718323396006
chr5H	349702859	361450925	0.518729235544815
chr5H	361450925	361463594	0.824475941655243
chr5H	361463594	363393487	0.871942169408976
chr5H	363393487	363522801	0.922258601241823
chr5H	363522801	366239890	0.26810982837217
chr5H	366239890	368181264	0
chr5H	368181264	369237514	0.00168325104674888
chr5H	369237514	369571073	0.278153510633368
chr5H	369571073	370703428	0.569763094476657
chr5H	370703428	370703743	0.534189236094174
chr5H	370703743	371035139	0.523771161864334
chr5H	371035139	371035166	0.513362132873809
chr5H	371035166	371780738	0.489945044722696
chr5H	371780738	372542948	0.442590013389953
chr5H	372542948	373454498	0.390022097574873
chr5H	373454498	378886729	0.397332994041053
chr5H	378886729	382166002	0.0300138614320848
chr5H	382166002	383291255	0
chr5H	383291255	387033630	0
chr5H	387033630	391517471	0
chr5H	391517471	393288681	0.0330298377092876
chr5H	393288681	395635118	0.0473700139158352
chr5H	395635118	397043179	0.0547158313390066
chr5H	397043179	400685477	0.0595996529968395
chr5H	400685477	404959794	0.0669700975350638
chr5H	404959794	405421298	0.0253542459890316
chr5H	405421298	405762562	0.0182999519365525
chr5H	405762562	408795325	0
chr5H	408795325	409087454	0
chr5H	409087454	409578338	0
chr5H	409578338	413273761	0
chr5H	413273761	416430572	0
chr5H	416430572	417469082	0
chr5H	417469082	421878179	0
chr5H	421878179	423047705	0
chr5H	423047705	423881193	0
chr5H	423881193	424352634	0
chr5H	424352634	424593882	0
chr5H	424593882	424854921	0
chr5H	424854921	433569123	0.034092006158275
chr5H	433569123	434303788	0.0330911277063154
chr5H	434303788	434303884	0.0370198657080454
chr5H	434303884	439204560	0.0632240997300122
chr5H	439204560	444549240	0.116766543867788
chr5H	444549240	446645320	0.0379958582364837
chr5H	446645320	447605783	0.0486542717818841
chr5H	447605783	447606082	0.052004526862446
chr5H	447606082	447606938	0.0520085544411992
chr5H	447606938	447607267	0.0520126866323875
chr5H	447607267	450803569	0.324314670775354
chr5H	450803569	451466812	0.5493868710481
chr5H	451466812	455727892	1.04150530724683
chr5H	455727892	456062406	0.840398089294069
chr5H	456062406	459971602	0.664691692877984
chr5H	459971602	475429756	0.403318567175104
chr5H	475429756	475851929	1.13604539416761
chr5H	475851929	479122439	1.01297669622572
chr5H	479122439	480242834	1.20040500188715
chr5H	480242834	480698266	1.26767008382937
chr5H	480698266	481050134	1.14833196872454
chr5H	481050134	481701744	0.999994085571856
chr5H	481701744	482426682	0.796507595207278
chr5H	482426682	482752697	0.641151779421614
chr5H	482752697	483098729	0.541807270265345
chr5H	483098729	483240956	0.469630992867885
chr5H	483240956	483242920	0.448316138222672
chr5H	483242920	484377885	0.3044964808628
chr5H	484377885	484879282	0.0974993665691931
chr5H	484879282	485027050	0.0153810567450777
chr5H	485027050	486428493	0
chr5H	486428493	487284601	0
chr5H	487284601	493783822	0.387623123776315
chr5H	493783822	494239567	0.610474045334927
chr5H	494239567	494680404	0.577152161275591
chr5H	494680404	495063137	0.5465438019122
chr5H	495063137	495068087	0.532135384190479
chr5H	495068087	495314885	0.522779053516687
chr5H	495314885	498937976	0.147266800630004
chr5H	498937976	501407467	0.0687933070028921
chr5H	501407467	501849882	0.129501688216699
chr5H	501849882	503900056	0.18146800966435
chr5H	503900056	504438190	0.230686067344493
chr5H	504438190	505672865	0.264396976408592
chr5H	505672865	505826823	0.290802573845431
chr5H	505826823	506964757	0.424621049432595
chr5H	506964757	509768671	0.832930792318465
chr5H	509768671	510172204	0.796180819493445
chr5H	510172204	513141229	0.754817901697045
chr5H	513141229	513141599	0.488482673264786
chr5H	513141599	513289588	0.475175845390764
chr5H	513289588	514827552	0.323956934676274
chr5H	514827552	514828221	0.295563511645597
chr5H	514828221	518151226	0.234229534083655
chr5H	518151226	519248575	0.154758090471312
chr5H	519248575	519456100	0.131298381019939
chr5H	519456100	520561795	0.174967945650635
chr5H	520561795	521145781	0.231156271776311
chr5H	521145781	527152265	0.5644295931691
chr5H	527152265	528355024	0.734239442283251
chr5H	528355024	529427076	0.762279380744953
chr5H	529427076	532092747	0.681708701526698
chr5H	532092747	534122699	0.503909815364495
chr5H	534122699	534311158	0.428039434236984
chr5H	534311158	535443089	0.382881664762819
chr5H	535443089	535623343	0.338004508969865
chr5H	535623343	535623456	0.33183589862993
chr5H	535623456	535815622	0.325259893997417
chr5H	535815622	536448461	0.311064367495321
chr5H	536448461	540516129	0.230184649564172
chr5H	540516129	541555119	26.3135828211437
chr5H	541555119	542621417	37.095830630887
chr5H	542621417	542625365	42.5771033068281
chr5H	542625365	542984299	44.4356061101003
chr5H	542984299	544437650	53.7172369235
chr5H	544437650	544830987	40.6739119687683
chr5H	544830987	544831172	37.8944303655761
chr5H	544831172	545101351	35.9848248945593
chr5H	545101351	547115792	19.8483464758556
chr5H	547115792	547243067	6.61630218359193
chr5H	547243067	547429860	4.67591340805742
chr5H	547429860	547771176	1.41312708197913
chr5H	547771176	552512589	0.617284588555285
chr5H	552512589	552728306	1.16207371349871
chr5H	552728306	552971221	1.21247742006906
chr5H	552971221	553299277	1.27522719493033
chr5H	553299277	553412550	1.24838034280062
chr5H	553412550	554474864	1.17686723046352
chr5H	554474864	554666826	1.10056732200101
chr5H	554666826	554917695	1.07362910045778
chr5H	554917695	556603185	0.955836832686922
chr5H	556603185	556603279	0.956262114768843
chr5H	556603279	557014868	0.956365984646187
chr5H	557014868	557081918	0.956486747889317
chr5H	557081918	557803450	0.956685711450151
chr5H	557803450	557857271	0.956881337261778
chr5H	557857271	558194881	0.956980097448519
chr5H	558194881	558753259	0.957206160131848
chr5H	558753259	558773419	0.875355488390315
chr5H	558773419	558827272	0.864884242305172
chr5H	558827272	559204073	0.80395597279102
chr5H	559204073	559462683	0.714058995959836
chr5H	559462683	559462764	0.67745978877986
chr5H	559462764	559673560	0.647625233219396
chr5H	559673560	560346210	0.522636643796798
chr5H	560346210	560571147	0.395647407313684
chr5H	560571147	560732040	0.341060768790309
chr5H	560732040	560732721	0.318201526292899
chr5H	560732721	561550904	0.202349899494039
chr5H	561550904	561727550	0.336203138253462
chr5H	561727550	562133547	0.414597166363325
chr5H	562133547	562277989	0.488658178747864
chr5H	562277989	562730312	0.568952307717031
chr5H	562730312	563474890	0.729994130306031
chr5H	563474890	564846755	0.370605285814441
chr5H	564846755	565156511	0.0850526732173658
chr5H	565156511	565888322	0
chr5H	565888322	565946520	0
chr5H	565946520	567880978	0.196041493130443
chr5H	567880978	570951899	0.316314010954337
chr5H	570951899	571057823	0.411718052989346
chr5H	571057823	579324077	0.766717934986878
chr5H	579324077	579653413	1.21593064253238
chr5H	579653413	581323626	1.10140504544008
chr5H	581323626	582292797	0.950232441740014
chr5H	582292797	582297690	0.894442230444309
chr5H	582297690	582884770	0.891072608580627
chr5H	582884770	583318805	0.885260229588114
chr5H	583318805	584524278	0.8759278411135
chr5H	584524278	585152130	0.865492209753224
chr5H	585152130	586618600	0.960584994880128
chr5H	586618600	587053505	1.04691701274589
chr5H	587053505	587890484	1.10466696328757
chr5H	587890484	587971000	0.815694745114037
chr5H	587971000	588765188	0.540199886694902
chr5H	588765188	588903192	0.246598733551152
chr5H	588903192	589121448	0.134391863272291
chr5H	589121448	589146668	0.0577071949176732
chr5H	589146668	589368480	0
chr5H	589368480	589583192	0
chr5H	589583192	589777233	0
chr5H	589777233	589787307	0
chr5H	589787307	589901337	0
chr5H	589901337	589903731	0
chr5H	589903731	590124713	0
chr5H	590124713	590273827	0
chr5H	590273827	591634038	0
chr5H	591634038	591697185	0.0927126229194095
chr5H	591697185	591828836	0.13960729744475
chr5H	591828836	592507654	0.334715460608017
chr5H	592507654	592509321	0.498531940214463
chr5H	592509321	594548247	0.397121116362835
chr5H	594548247	594971772	0.274745324323824
chr5H	594971772	594978246	0.253375774959803
chr5H	594978246	595204900	0.241790072890413
chr5H	595204900	595217171	0.229916278807639
chr5H	595217171	595217199	0.229305058577759
chr5H	595217199	595416765	0.219385887054657
chr5H	595416765	597317333	7.39065039350298
chr5H	597317333	597980426	16.144706627946
chr5H	597980426	598250952	19.3327073923
chr5H	598250952	598563697	17.4140181402378
chr5H	598563697	598568590	16.3691374301621
chr5H	598568590	598917589	15.2049979876203
chr5H	598917589	599123281	13.3803235911293
chr5H	599123281	599128110	12.6878077965272
chr5H	599128110	599134827	12.649826847527
chr5H	599134827	600139654	9.32231939252227
chr5H	600139654	600459885	4.96349726188473
chr5H	600459885	600548397	3.6189236400937
chr5H	600548397	601142082	1.37481403805776
chr5H	601142082	602880626	0.81829653396445
chr5H	602880626	603086611	0.354292173450517
chr5H	603086611	603612830	0.179573334705636
chr5H	603612830	605366618	0.170671648256121
chr5H	605366618	605405791	0.163671504555593
chr5H	605405791	605593116	0.162787202806764
chr5H	605593116	606164060	0.15982674133345
chr5H	606164060	606302307	0.157057891976926
chr5H	606302307	606531778	0.177608661730749
chr5H	606531778	608536920	0.302495170555171
chr5H	608536920	609152097	0.44893775006057
chr5H	609152097	609154109	0.483430782856332
chr5H	609154109	609200726	0.486148526840468
chr5H	609200726	610016886	0.449642536930858
chr5H	610016886	611999790	0.331207991109222
chr5H	611999790	612229115	0.237603723086607
chr5H	612229115	612890536	0.26228419955337
chr5H	612890536	612921887	0.281479282150241
chr5H	612921887	612998366	0.284466997814876
chr5H	612998366	613268086	0.294059357783169
chr5H	613268086	613480320	0.307413169481523
chr5H	613480320	613988022	0.327360902623828
chr5H	613988022	614629503	0.359202060470739
chr5H	614629503	615400118	0.398327919129448
chr5H	615400118	615848942	0.447476682670585
chr5H	615848942	616115199	0.476297597026909
chr5H	616115199	616404170	0.498675731302931
chr5H	616404170	617104182	0.53853610284526
chr5H	617104182	617780068	0.593990853315537
chr5H	617780068	618182978	0.637471084399769
chr5H	618182978	618532844	0.522184333998621
chr5H	618532844	618538062	0.467803641097358
chr5H	618538062	618627766	0.453266449526987
chr5H	618627766	619075706	0.370926909434483
chr5H	619075706	619075925	0.302291890819346
chr5H	619075925	619632955	0.216949868259794
chr5H	619632955	619656972	0.127963210262812
chr5H	619656972	619890644	0.0884984459449785
chr5H	619890644	619905264	0.0504728210172418
chr5H	619905264	620203427	0.00257047602919447
chr5H	620203427	622368516	2.42070726411499
chr5H	622368516	622959216	5.12602314779322
chr5H	622959216	623108079	5.85204082580875
chr5H	623108079	623527346	5.39312955199881
chr5H	623527346	623908344	4.74670948874655
chr5H	623908344	623949597	4.40563307264897
chr5H	623949597	623995593	4.33515703771217
chr5H	623995593	623995670	4.29794122598203
chr5H	623995670	624403396	3.96853529038012
chr5H	624403396	624444586	3.60592002029465
chr5H	624444586	625357285	2.83540901741981
chr5H	625357285	625762261	1.77104714123389
chr5H	625762261	626279781	1.02589406985134
chr5H	626279781	626697338	0.935795133173326
chr5H	626697338	629115072	0.662601904944274
chr5H	629115072	629295778	0.383586726623452
chr5H	629295778	629445989	0.348053535260791
chr5H	629445989	629528973	0.323013532602071
chr5H	629528973	629840703	0.280629949723219
chr5H	629840703	629948107	0.235624197136929
chr5H	629948107	630052019	0.21293351679717
chr5H	630052019	630348435	0.169947114068295
chr5H	630348435	630531598	0.118450900877334
chr5H	630531598	630712927	0.0793124946118391
chr5H	630712927	630951108	0.0342663679137556
chr5H	630951108	631203604	0.0501424214224257
chr5H	631203604	631251411	0.0598588468852335
chr5H	631251411	631447161	0.0677392324839291
chr5H	631447161	631586711	0.078588000087581
chr5H	631586711	632201007	0.102978993415772
chr5H	632201007	632298125	0.125997082160134
chr5H	632298125	632384040	0.131919189171166
chr5H	632384040	632548119	0.140007846517743
chr5H	632548119	634446510	0.206739900557421
chr5H	634446510	635477007	0.202161719115352
chr5H	635477007	635481050	0.200544616710249
chr5H	635481050	636369836	0.199149024540545
chr5H	636369836	636417096	0.197685879337955
chr5H	636417096	636606455	0.187784580012434
chr5H	636606455	636679883	0.176788283240596
chr5H	636679883	636773845	0.169783864769979
chr5H	636773845	636962193	0.157970629938509
chr5H	636962193	637381781	0.132531606416477
chr5H	637381781	637433297	0.112818304790445
chr5H	637433297	638929788	0.0480421005760705
chr5H	638929788	638951179	0
chr5H	638951179	640334690	0
chr5H	640334690	640705396	0
chr5H	640705396	641065683	0
chr5H	641065683	642241089	0
chr5H	642241089	642764925	0
chr5H	642764925	642941050	0
chr5H	642941050	644058548	0
chr5H	644058548	644819915	0.623238820127096
chr5H	644819915	645679176	0.820584072044
chr5H	645679176	645995656	0.963755055041968
chr5H	645995656	646304717	1.0399277154115
chr5H	646304717	646543760	1.10667080633469
chr5H	646543760	646684589	1.15292814332762
chr5H	646684589	648410579	0.89120490412998
chr5H	648410579	648412894	0.648900972725023
chr5H	648412894	648513686	0.63444563558524
chr5H	648513686	649232989	0.519470418464681
chr5H	649232989	650559496	0.548169734679225
chr5H	650559496	650753193	0.569495671744062
chr5H	650753193	651484499	0.582471927406318
chr5H	651484499	651487057	0.592766820379991
chr5H	651487057	651947785	0.599265953443067
chr5H	651947785	652246346	0.521196216851836
chr5H	652246346	653569721	0.354429522894945
chr5H	653569721	656182264	2.81251584391047
chr5H	656182264	656392750	7.0368080502648
chr5H	656392750	656515293	7.53514221870231
chr5H	656515293	657005491	8.45202866613652
chr5H	657005491	657266563	9.57620557181755
chr5H	657266563	657394871	10.1588616123011
chr5H	657394871	657768286	10.9096242005171
chr5H	657768286	657853805	11.5963586688598
chr5H	657853805	657884383	11.7700825846542
chr5H	657884383	659532782	11.4135865035398
chr5H	659532782	659698243	11.0284508038309
chr5H	659698243	659736826	10.9851262756361
chr5H	659736826	659838844	10.9552725578658
chr5H	659838844	661443694	10.5928543990825
chr5H	661443694	661973764	6.77385038521429
chr5H	661973764	662132077	5.54245181286561
chr5H	662132077	662638503	4.3533482824407
chr5H	662638503	662755816	3.23758668734293
chr5H	662755816	662812565	2.92621976180851
chr5H	662812565	663400890	1.77229352792526
chr5H	663400890	664718043	1.34381745161783
chr5H	664718043	664997600	0.98477261572844
chr5H	664997600	665300796	0.853731628167111
chr5H	665300796	665992919	0.629918821199916
chr5H	665992919	666003793	0.471839118250894
chr5H	666003793	666183574	0.428967405049065
chr5H	666183574	666823127	0.871067997801586
chr5H	666823127	666825362	1.2173673765915
chr5H	666825362	668031986	1.86964993834802
chr5H	668031986	668395874	2.71707514726764
chr5H	668395874	668642360	3.04642399303839
chr5H	668642360	668721862	3.22232233001721
chr6H	486669	965879	1.81260122085278
chr6H	965879	1170011	1.61211683707738
chr6H	1170011	1361301	1.49610474357042
chr6H	1361301	1361657	1.43987809540154
chr6H	1361657	1578951	1.37602218411742
chr6H	1578951	1580807	1.31172619074312
chr6H	1580807	5065147	0.288917909120966
chr6H	5065147	5178061	1.54763296728534
chr6H	5178061	5362408	1.6516475564428
chr6H	5362408	6140512	1.98841876204723
chr6H	6140512	6770161	0
chr6H	6770161	7539592	0
chr6H	7539592	7701030	0
chr6H	7701030	7898920	0
chr6H	7898920	7923837	0
chr6H	7923837	9846099	1.52944811893
chr6H	9846099	12015223	1.50502637711183
chr6H	12015223	12662474	1.60461978492953
chr6H	12662474	14071509	1.67733472175002
chr6H	14071509	14306449	2.0167425516644
chr6H	14306449	14330320	2.07017552957949
chr6H	14330320	14332105	2.07547235421751
chr6H	14332105	15802022	2.37931346013497
chr6H	15802022	16130844	2.75067318310665
chr6H	16130844	16132371	2.81887558107765
chr6H	16132371	16478104	2.89056934954498
chr6H	16478104	16697020	1.65458473222887
chr6H	16697020	16749790	1.05987949633871
chr6H	16749790	16876618	0.666749666478496
chr6H	16876618	21816820	0.907910762525378
chr6H	21816820	22239888	1.59979316991184
chr6H	22239888	22584391	1.53592095659091
chr6H	22584391	22810044	1.48847632194708
chr6H	22810044	24329908	1.34322587061515
chr6H	24329908	24667457	1.18866416966363
chr6H	24667457	25149597	1.12045503895805
chr6H	25149597	26471817	1.25603768646988
chr6H	26471817	28516220	1.50901140541412
chr6H	28516220	29458421	1.60867835828874
chr6H	29458421	30508253	1.67515515237852
chr6H	30508253	30807619	1.26530535214702
chr6H	30807619	31142038	1.07277863950757
chr6H	31142038	32052872	0.694504514221528
chr6H	32052872	32053790	0.41753895760147
chr6H	32053790	32260871	0.354354496463556
chr6H	32260871	32779729	0.133833895239529
chr6H	32779729	34020723	0.258493055381852
chr6H	34020723	34582878	0.386219159594859
chr6H	34582878	35207872	0.470310888503767
chr6H	35207872	37274484	0.570526781594485
chr6H	37274484	37819443	0.667762751545071
chr6H	37819443	38242974	0.670047467083256
chr6H	38242974	41299134	0.678256229275722
chr6H	41299134	43584781	0
chr6H	43584781	43882033	0
chr6H	43882033	46541722	0
chr6H	46541722	46946031	0
chr6H	46946031	47261864	0
chr6H	47261864	47366298	0
chr6H	47366298	47629403	0
chr6H	47629403	47978634	0.185572043855157
chr6H	47978634	48979786	0.209800170107344
chr6H	48979786	50346904	0.252290889080603
chr6H	50346904	50801220	0.284970456960253
chr6H	50801220	56162524	0.0669424160602448
chr6H	56162524	59558362	0.0443675495663586
chr6H	59558362	61310004	0
chr6H	61310004	61359312	0
chr6H	61359312	61762388	0
chr6H	61762388	64747230	0
chr6H	64747230	66011069	0.00748839789358784
chr6H	66011069	66485252	0.03048750858768
chr6H	66485252	67706383	0
chr6H	67706383	69634463	0
chr6H	69634463	70919789	0
chr6H	70919789	91401417	0
chr6H	91401417	92409121	0.0502011108178755
chr6H	92409121	94715959	0.0347132540447235
chr6H	94715959	103574937	0.092552964792379
chr6H	103574937	109201337	0.165198595817837
chr6H	109201337	112147337	0.44373136221246
chr6H	112147337	115112608	0.916742200569267
chr6H	115112608	115445291	1.84343718666411
chr6H	115445291	121304721	1.45979680264414
chr6H	121304721	123871545	0
chr6H	123871545	126212416	0
chr6H	126212416	129177918	0
chr6H	129177918	130718466	0
chr6H	130718466	131371039	0
chr6H	131371039	132308055	0
chr6H	132308055	133927894	0
chr6H	133927894	138342246	0.406510629800596
chr6H	138342246	138555420	0.0922590285283208
chr6H	138555420	144016156	0.148118084593412
chr6H	144016156	151845914	0.158282498016391
chr6H	151845914	153419186	0.0976093953834209
chr6H	153419186	156957654	0.0105474888975855
chr6H	156957654	157298700	0
chr6H	157298700	163196604	0
chr6H	163196604	164749119	0
chr6H	164749119	165918717	0
chr6H	165918717	168604572	0
chr6H	168604572	172657080	0
chr6H	172657080	180782470	0.189298073006851
chr6H	180782470	181330224	0.0699715432079549
chr6H	181330224	182973407	0.075175083290627
chr6H	182973407	187979020	0.0851584705256412
chr6H	187979020	189312890	0.0471155090825908
chr6H	189312890	203509034	0
chr6H	203509034	228201719	0.00203607243400254
chr6H	228201719	230691582	0.172451419169418
chr6H	230691582	231527288	0.187150571839334
chr6H	231527288	233293369	0.198650578102204
chr6H	233293369	245289833	0.0796881899589474
chr6H	245289833	253545258	0
chr6H	253545258	256482502	0
chr6H	256482502	276433017	0.0743995915932344
chr6H	276433017	279404152	0.0296631381745408
chr6H	279404152	281201439	0.0282943794314305
chr6H	281201439	302450459	0
chr6H	302450459	311591705	0
chr6H	311591705	322885901	0
chr6H	322885901	324409952	0
chr6H	324409952	325372251	0
chr6H	325372251	325372355	0
chr6H	325372355	325517744	0
chr6H	325517744	326574538	0
chr6H	326574538	328930603	0
chr6H	328930603	328935181	0
chr6H	328935181	335738837	0
chr6H	335738837	335741745	0
chr6H	335741745	336379350	0
chr6H	336379350	336809299	0
chr6H	336809299	337179194	0
chr6H	337179194	337182708	0
chr6H	337182708	337186824	0
chr6H	337186824	340035749	0
chr6H	340035749	341712225	0
chr6H	341712225	341713036	0
chr6H	341713036	342722323	0
chr6H	342722323	350303757	0
chr6H	350303757	351737563	0
chr6H	351737563	351737595	0.0185757646332176
chr6H	351737595	352363141	0.364854246657619
chr6H	352363141	356677926	0.30382613835475
chr6H	356677926	359588787	0.0351835834629095
chr6H	359588787	360471468	0.00986342555585175
chr6H	360471468	361066555	0
chr6H	361066555	361523527	0
chr6H	361523527	364660416	0
chr6H	364660416	365306006	0
chr6H	365306006	368969156	0
chr6H	368969156	374876068	0
chr6H	374876068	380651821	0.000148019505634637
chr6H	380651821	383271484	0.0176887898681198
chr6H	383271484	383275649	0.0502779105988098
chr6H	383275649	384634322	0.0672049698871367
chr6H	384634322	384801989	0.086162797357566
chr6H	384801989	384884951	0.0892757219622322
chr6H	384884951	396005933	0.130009194389799
chr6H	396005933	404557293	0
chr6H	404557293	404560107	0.296454706610555
chr6H	404560107	406092255	0.318216732377491
chr6H	406092255	407357293	0.357874022790485
chr6H	407357293	413358722	0.183127853205766
chr6H	413358722	415952337	0.179084500994187
chr6H	415952337	417827179	0.158371220496651
chr6H	417827179	423194044	0.0997904015711154
chr6H	423194044	428615244	0.0475886548601625
chr6H	428615244	439399099	0.0206868657204388
chr6H	439399099	441812706	0.0131326188658754
chr6H	441812706	443897804	0.00318630762937459
chr6H	443897804	451547468	0
chr6H	451547468	451547866	0
chr6H	451547866	457642489	0.122686929666698
chr6H	457642489	463863740	0.280621889945416
chr6H	463863740	464858513	0.24617983648735
chr6H	464858513	465306312	0.212109848058488
