dSNP_Count Transcript
1 HORVU4Hr1G081450.1
1 HORVU4Hr1G082200.30
1 HORVU4Hr1G082690.4
1 HORVU4Hr1G083340.2
1 HORVU4Hr1G083820.2
1 HORVU4Hr1G084320.1
1 HORVU4Hr1G085380.2
1 HORVU4Hr1G085430.1
1 HORVU4Hr1G085460.2
1 HORVU4Hr1G085930.8
1 HORVU4Hr1G086680.2
1 HORVU4Hr1G088440.10
1 HORVU4Hr1G088760.17
1 HORVU5Hr1G000510.1
1 HORVU5Hr1G000650.1
1 HORVU5Hr1G000660.2
1 HORVU5Hr1G000740.1
1 HORVU5Hr1G002110.6
1 HORVU5Hr1G002340.2
1 HORVU5Hr1G002510.1
1 HORVU5Hr1G004160.5
1 HORVU5Hr1G004370.3
1 HORVU5Hr1G005030.1
1 HORVU5Hr1G005850.1
1 HORVU5Hr1G006030.1
1 HORVU5Hr1G006180.44
1 HORVU5Hr1G006710.3
1 HORVU5Hr1G007090.1
1 HORVU5Hr1G007660.1
1 HORVU5Hr1G007670.2
1 HORVU5Hr1G008270.6
1 HORVU5Hr1G008630.1
1 HORVU5Hr1G009650.20
1 HORVU5Hr1G009840.1
1 HORVU5Hr1G009970.1
1 HORVU5Hr1G011400.10
1 HORVU5Hr1G012710.3
1 HORVU5Hr1G016340.1
1 HORVU5Hr1G016660.1
1 HORVU5Hr1G018590.2
1 HORVU5Hr1G020290.2
1 HORVU5Hr1G020580.2
1 HORVU5Hr1G022100.2
1 HORVU5Hr1G023830.2
1 HORVU5Hr1G026120.1
1 HORVU5Hr1G026220.6
1 HORVU5Hr1G027570.5
1 HORVU5Hr1G031070.9
1 HORVU5Hr1G033420.5
1 HORVU5Hr1G034430.2
1 HORVU5Hr1G035300.4
1 HORVU5Hr1G035350.6
1 HORVU5Hr1G035690.1
1 HORVU5Hr1G036260.1
1 HORVU5Hr1G037540.3
1 HORVU5Hr1G039680.1
1 HORVU5Hr1G041730.4
1 HORVU5Hr1G042050.1
1 HORVU5Hr1G043760.1
1 HORVU5Hr1G043790.2
1 HORVU5Hr1G044220.1
1 HORVU5Hr1G044640.2
1 HORVU5Hr1G046370.1
1 HORVU5Hr1G047560.1
1 HORVU5Hr1G048150.22
1 HORVU5Hr1G048270.1
1 HORVU5Hr1G048530.1
1 HORVU5Hr1G049700.2
1 HORVU5Hr1G050480.16
1 HORVU5Hr1G050850.1
1 HORVU5Hr1G051380.1
1 HORVU5Hr1G051390.1
1 HORVU5Hr1G052600.10
1 HORVU5Hr1G053800.1
1 HORVU5Hr1G055210.2
1 HORVU5Hr1G056930.27
1 HORVU5Hr1G057820.1
1 HORVU5Hr1G058870.2
1 HORVU5Hr1G059510.3
1 HORVU5Hr1G060050.1
1 HORVU5Hr1G061340.1
1 HORVU5Hr1G062880.4
1 HORVU5Hr1G063470.1
1 HORVU5Hr1G065450.3
1 HORVU5Hr1G066120.1
1 HORVU5Hr1G066230.1
1 HORVU5Hr1G066570.1
1 HORVU5Hr1G066630.3
1 HORVU5Hr1G066820.1
1 HORVU5Hr1G066920.4
1 HORVU5Hr1G066930.1
1 HORVU5Hr1G066960.2
1 HORVU5Hr1G067530.2
1 HORVU5Hr1G067730.1
1 HORVU5Hr1G067790.5
1 HORVU5Hr1G069210.1
1 HORVU5Hr1G069560.1
1 HORVU5Hr1G070730.1
1 HORVU5Hr1G071370.1
1 HORVU5Hr1G071620.1
1 HORVU5Hr1G071950.1
1 HORVU5Hr1G072190.4
1 HORVU5Hr1G072350.2
1 HORVU5Hr1G073010.12
1 HORVU5Hr1G073410.1
1 HORVU5Hr1G073440.13
1 HORVU5Hr1G074590.2
1 HORVU5Hr1G075150.1
1 HORVU5Hr1G075160.1
1 HORVU5Hr1G075320.1
1 HORVU5Hr1G076290.2
1 HORVU5Hr1G077070.30
1 HORVU5Hr1G077140.2
1 HORVU5Hr1G077600.1
1 HORVU5Hr1G078100.19
1 HORVU5Hr1G078160.1
1 HORVU5Hr1G078590.1
1 HORVU5Hr1G078630.1
1 HORVU5Hr1G078850.1
1 HORVU5Hr1G079700.1
1 HORVU5Hr1G081450.1
1 HORVU5Hr1G081790.31
1 HORVU5Hr1G086590.1
1 HORVU5Hr1G089620.6
1 HORVU5Hr1G092310.1
1 HORVU5Hr1G093460.2
1 HORVU5Hr1G093830.1
1 HORVU5Hr1G094880.3
1 HORVU5Hr1G095150.2
1 HORVU5Hr1G095440.9
1 HORVU5Hr1G096070.1
1 HORVU5Hr1G096230.1
1 HORVU5Hr1G096560.2
1 HORVU5Hr1G096680.1
1 HORVU5Hr1G098080.1
1 HORVU5Hr1G098180.1
1 HORVU5Hr1G098320.33
1 HORVU5Hr1G098450.2
1 HORVU5Hr1G098780.4
1 HORVU5Hr1G099090.4
1 HORVU5Hr1G103320.2
1 HORVU5Hr1G104070.1
1 HORVU5Hr1G104280.8
1 HORVU5Hr1G104290.1
1 HORVU5Hr1G104350.2
1 HORVU5Hr1G104620.1
1 HORVU5Hr1G104730.1
1 HORVU5Hr1G105030.3
1 HORVU5Hr1G105880.1
1 HORVU5Hr1G106120.5
1 HORVU5Hr1G106350.2
1 HORVU5Hr1G106380.6
1 HORVU5Hr1G106420.1
1 HORVU5Hr1G106530.2
1 HORVU5Hr1G106720.12
1 HORVU5Hr1G107030.1
1 HORVU5Hr1G107190.1
1 HORVU5Hr1G107460.1
1 HORVU5Hr1G108610.16
1 HORVU5Hr1G108660.1
1 HORVU5Hr1G108780.10
1 HORVU5Hr1G109580.1
1 HORVU5Hr1G109760.1
1 HORVU5Hr1G110660.2
1 HORVU5Hr1G110910.14
1 HORVU5Hr1G111510.1
1 HORVU5Hr1G112060.2
1 HORVU5Hr1G112410.1
1 HORVU5Hr1G113040.5
1 HORVU5Hr1G113340.1
1 HORVU5Hr1G113770.1
1 HORVU5Hr1G114100.1
1 HORVU5Hr1G114630.1
1 HORVU5Hr1G114900.7
1 HORVU5Hr1G115230.1
1 HORVU5Hr1G115320.1
1 HORVU5Hr1G115450.1
1 HORVU5Hr1G115980.56
1 HORVU5Hr1G116340.1
1 HORVU5Hr1G116770.1
1 HORVU5Hr1G116780.1
1 HORVU5Hr1G117100.1
1 HORVU5Hr1G117220.2
1 HORVU5Hr1G119470.2
1 HORVU5Hr1G119550.1
1 HORVU5Hr1G120280.1
1 HORVU5Hr1G120320.1
1 HORVU5Hr1G120330.1
1 HORVU5Hr1G120600.3
1 HORVU5Hr1G120680.1
1 HORVU5Hr1G120690.3
1 HORVU5Hr1G120780.1
1 HORVU5Hr1G120910.2
1 HORVU5Hr1G121250.2
1 HORVU5Hr1G121640.2
1 HORVU5Hr1G121760.2
1 HORVU5Hr1G122180.1
1 HORVU5Hr1G122190.2
1 HORVU5Hr1G122260.1
1 HORVU5Hr1G122290.1
1 HORVU5Hr1G122360.1
1 HORVU5Hr1G122800.2
1 HORVU5Hr1G122860.5
1 HORVU5Hr1G123690.1
1 HORVU5Hr1G123700.7
1 HORVU5Hr1G123770.1
1 HORVU5Hr1G123970.5
1 HORVU5Hr1G124350.1
1 HORVU5Hr1G124410.12
1 HORVU5Hr1G124710.2
1 HORVU5Hr1G124900.1
1 HORVU5Hr1G125050.30
1 HORVU5Hr1G125360.3
1 HORVU5Hr1G125410.2
1 HORVU5Hr1G125420.4
1 HORVU5Hr1G125600.1
1 HORVU5Hr1G125630.4
1 HORVU6Hr1G001560.3
1 HORVU6Hr1G001950.1
1 HORVU6Hr1G002500.1
1 HORVU6Hr1G002700.1
1 HORVU6Hr1G003510.2
1 HORVU6Hr1G003570.23
1 HORVU6Hr1G003720.1
1 HORVU6Hr1G003900.3
1 HORVU6Hr1G003940.7
1 HORVU6Hr1G005400.5
1 HORVU6Hr1G006000.1
1 HORVU6Hr1G006540.2
1 HORVU6Hr1G006560.7
1 HORVU6Hr1G006860.4
1 HORVU6Hr1G007080.1
1 HORVU6Hr1G007550.1
1 HORVU6Hr1G007560.1
1 HORVU6Hr1G008330.10
1 HORVU6Hr1G008650.1
1 HORVU6Hr1G008670.1
1 HORVU6Hr1G009150.2
1 HORVU6Hr1G009230.1
1 HORVU6Hr1G009400.2
1 HORVU6Hr1G009720.1
1 HORVU6Hr1G010130.1
1 HORVU6Hr1G010180.2
1 HORVU6Hr1G010650.1
1 HORVU6Hr1G010740.3
1 HORVU6Hr1G010840.2
1 HORVU6Hr1G011140.1
1 HORVU6Hr1G011520.1
1 HORVU6Hr1G011570.1
1 HORVU6Hr1G011580.1
1 HORVU6Hr1G011660.4
1 HORVU6Hr1G012060.3
1 HORVU6Hr1G012470.2
1 HORVU6Hr1G012540.29
1 HORVU6Hr1G012580.2
1 HORVU6Hr1G012810.1
1 HORVU6Hr1G012890.1
1 HORVU6Hr1G013060.1
1 HORVU6Hr1G013370.2
1 HORVU6Hr1G013530.1
1 HORVU6Hr1G013630.2
1 HORVU6Hr1G013760.2
1 HORVU6Hr1G014490.9
1 HORVU6Hr1G014670.1
1 HORVU6Hr1G014750.1
1 HORVU6Hr1G015190.3
1 HORVU6Hr1G015200.1
1 HORVU6Hr1G015210.1
1 HORVU6Hr1G015430.4
1 HORVU6Hr1G015630.1
1 HORVU6Hr1G016100.1
1 HORVU6Hr1G016170.1
1 HORVU6Hr1G016250.1
1 HORVU6Hr1G016280.1
1 HORVU6Hr1G016360.4
1 HORVU6Hr1G016550.6
1 HORVU6Hr1G016810.1
1 HORVU6Hr1G016950.1
1 HORVU6Hr1G017080.17
1 HORVU6Hr1G017200.6
1 HORVU6Hr1G017220.2
1 HORVU6Hr1G017370.3
1 HORVU6Hr1G017620.1
1 HORVU6Hr1G018250.1
1 HORVU6Hr1G018280.1
1 HORVU6Hr1G018330.2
1 HORVU6Hr1G018420.3
1 HORVU6Hr1G018520.4
1 HORVU6Hr1G018600.4
1 HORVU6Hr1G018630.1
1 HORVU6Hr1G018640.1
1 HORVU6Hr1G018680.1
1 HORVU6Hr1G018820.1
1 HORVU6Hr1G018930.2
1 HORVU6Hr1G019020.1
1 HORVU6Hr1G019040.1
1 HORVU6Hr1G019480.2
1 HORVU6Hr1G019490.1
1 HORVU6Hr1G020980.1
1 HORVU6Hr1G021040.9
1 HORVU6Hr1G021340.18
1 HORVU6Hr1G021720.1
1 HORVU6Hr1G021730.2
1 HORVU6Hr1G022420.10
1 HORVU6Hr1G022460.1
1 HORVU6Hr1G022500.4
1 HORVU6Hr1G022750.1
1 HORVU6Hr1G023040.22
1 HORVU6Hr1G023150.1
1 HORVU6Hr1G024750.1
1 HORVU6Hr1G024800.4
1 HORVU6Hr1G025000.1
1 HORVU6Hr1G025060.1
1 HORVU6Hr1G025230.5
1 HORVU6Hr1G025340.4
1 HORVU6Hr1G026360.1
1 HORVU6Hr1G027060.2
1 HORVU6Hr1G027880.12
1 HORVU6Hr1G028020.2
1 HORVU6Hr1G028190.1
1 HORVU6Hr1G028750.1
1 HORVU6Hr1G028880.3
1 HORVU6Hr1G028890.1
1 HORVU6Hr1G029540.1
1 HORVU6Hr1G029650.2
1 HORVU6Hr1G029800.9
1 HORVU6Hr1G029880.18
1 HORVU6Hr1G030680.1
1 HORVU6Hr1G030770.1
1 HORVU6Hr1G030820.4
1 HORVU6Hr1G030830.1
1 HORVU6Hr1G030870.2
1 HORVU6Hr1G031080.2
1 HORVU6Hr1G031530.1
1 HORVU6Hr1G031600.10
1 HORVU6Hr1G031720.2
1 HORVU6Hr1G032080.2
1 HORVU6Hr1G032270.20
1 HORVU6Hr1G032290.1
1 HORVU6Hr1G032530.5
1 HORVU6Hr1G032990.1
1 HORVU6Hr1G033070.4
1 HORVU6Hr1G033960.1
1 HORVU6Hr1G034660.8
1 HORVU6Hr1G036750.1
1 HORVU6Hr1G038120.7
1 HORVU6Hr1G038660.1
1 HORVU6Hr1G039890.3
1 HORVU6Hr1G040020.1
1 HORVU6Hr1G040350.1
1 HORVU6Hr1G040540.8
1 HORVU6Hr1G041460.1
1 HORVU6Hr1G041720.6
1 HORVU6Hr1G041980.2
1 HORVU6Hr1G042040.1
1 HORVU6Hr1G043720.1
1 HORVU6Hr1G044040.4
1 HORVU6Hr1G045240.1
1 HORVU6Hr1G046910.6
1 HORVU6Hr1G047300.2
1 HORVU6Hr1G048850.3
1 HORVU6Hr1G051980.2
1 HORVU6Hr1G052490.1
1 HORVU6Hr1G052660.43
1 HORVU6Hr1G052770.1
1 HORVU6Hr1G053620.1
1 HORVU6Hr1G053830.2
1 HORVU6Hr1G053910.17
1 HORVU6Hr1G054010.6
1 HORVU6Hr1G054070.1
1 HORVU6Hr1G054590.1
1 HORVU6Hr1G055250.1
1 HORVU6Hr1G055550.1
1 HORVU6Hr1G056550.1
1 HORVU6Hr1G057130.1
1 HORVU6Hr1G057550.5
1 HORVU6Hr1G058100.1
1 HORVU6Hr1G058670.11
1 HORVU6Hr1G058700.1
1 HORVU6Hr1G059040.1
1 HORVU6Hr1G059300.25
1 HORVU6Hr1G059660.1
1 HORVU6Hr1G059810.2
1 HORVU6Hr1G060020.1
1 HORVU6Hr1G060420.2
1 HORVU6Hr1G060430.1
1 HORVU6Hr1G060680.1
1 HORVU6Hr1G061010.2
1 HORVU6Hr1G061220.11
1 HORVU6Hr1G061260.1
1 HORVU6Hr1G061320.1
1 HORVU6Hr1G062020.1
1 HORVU6Hr1G062080.1
1 HORVU6Hr1G062830.2
1 HORVU6Hr1G063130.1
1 HORVU6Hr1G063510.3
1 HORVU6Hr1G063760.2
1 HORVU6Hr1G063860.1
1 HORVU6Hr1G064180.1
1 HORVU6Hr1G064450.11
1 HORVU6Hr1G064520.1
1 HORVU6Hr1G064830.1
1 HORVU6Hr1G065360.4
1 HORVU6Hr1G065400.1
1 HORVU6Hr1G065710.13
1 HORVU6Hr1G066240.1
1 HORVU6Hr1G066380.1
1 HORVU6Hr1G066430.2
1 HORVU6Hr1G066460.35
1 HORVU6Hr1G067030.1
1 HORVU6Hr1G067780.1
1 HORVU6Hr1G068600.2
1 HORVU6Hr1G068720.4
1 HORVU6Hr1G068870.1
1 HORVU6Hr1G069400.9
1 HORVU6Hr1G070190.1
1 HORVU6Hr1G070210.1
1 HORVU6Hr1G070330.10
1 HORVU6Hr1G071230.1
1 HORVU6Hr1G071390.1
1 HORVU6Hr1G071400.1
1 HORVU6Hr1G071710.2
1 HORVU6Hr1G072250.2
1 HORVU6Hr1G072660.1
1 HORVU6Hr1G073380.1
1 HORVU6Hr1G073570.3
1 HORVU6Hr1G073730.1
1 HORVU6Hr1G074580.1
1 HORVU6Hr1G074900.2
1 HORVU6Hr1G074930.1
1 HORVU6Hr1G076380.6
1 HORVU6Hr1G076430.4
1 HORVU6Hr1G076520.1
1 HORVU6Hr1G077000.1
1 HORVU6Hr1G077790.1
1 HORVU6Hr1G078180.1
1 HORVU6Hr1G078610.2
1 HORVU6Hr1G078760.1
1 HORVU6Hr1G079360.5
1 HORVU6Hr1G080430.2
1 HORVU6Hr1G080600.1
1 HORVU6Hr1G080640.1
1 HORVU6Hr1G080910.3
1 HORVU6Hr1G081340.4
1 HORVU6Hr1G082100.1
1 HORVU6Hr1G083750.1
1 HORVU6Hr1G084060.1
1 HORVU6Hr1G084630.2
1 HORVU6Hr1G084840.1
1 HORVU6Hr1G085000.1
1 HORVU6Hr1G085560.4
1 HORVU6Hr1G085720.1
1 HORVU6Hr1G086170.2
1 HORVU6Hr1G086480.18
1 HORVU6Hr1G086830.1
1 HORVU6Hr1G087430.7
1 HORVU6Hr1G087800.3
1 HORVU6Hr1G087980.1
1 HORVU6Hr1G088120.3
1 HORVU6Hr1G088540.1
1 HORVU6Hr1G088570.2
1 HORVU6Hr1G090080.4
1 HORVU6Hr1G090110.9
1 HORVU6Hr1G090130.4
1 HORVU6Hr1G090550.1
1 HORVU6Hr1G090630.1
1 HORVU6Hr1G090830.3
1 HORVU6Hr1G090910.3
1 HORVU6Hr1G091560.1
1 HORVU6Hr1G092010.1
1 HORVU6Hr1G092150.5
1 HORVU6Hr1G092540.10
1 HORVU6Hr1G092680.7
1 HORVU6Hr1G092690.1
1 HORVU6Hr1G092870.1
1 HORVU6Hr1G092970.3
1 HORVU6Hr1G093140.1
1 HORVU6Hr1G094460.4
1 HORVU6Hr1G094590.1
1 HORVU6Hr1G094650.5
1 HORVU6Hr1G094680.2
1 HORVU6Hr1G094780.1
1 HORVU6Hr1G094980.1
1 HORVU6Hr1G095190.1
1 HORVU6Hr1G095270.9
1 HORVU7Hr1G000010.6
1 HORVU7Hr1G001090.1
1 HORVU7Hr1G002080.2
1 HORVU7Hr1G002260.14
1 HORVU7Hr1G002540.12
1 HORVU7Hr1G003860.2
1 HORVU7Hr1G005030.3
1 HORVU7Hr1G005680.2
1 HORVU7Hr1G006790.5
1 HORVU7Hr1G007920.11
1 HORVU7Hr1G008990.1
1 HORVU7Hr1G009080.1
1 HORVU7Hr1G009140.1
1 HORVU7Hr1G009360.1
1 HORVU7Hr1G009410.1
1 HORVU7Hr1G010230.1
1 HORVU7Hr1G011070.1
1 HORVU7Hr1G011290.1
1 HORVU7Hr1G011310.1
1 HORVU7Hr1G011750.3
1 HORVU7Hr1G012410.1
1 HORVU7Hr1G013440.1
1 HORVU7Hr1G015760.1
1 HORVU7Hr1G017750.1
1 HORVU7Hr1G017950.2
1 HORVU7Hr1G019930.1
1 HORVU7Hr1G021170.1
1 HORVU7Hr1G021300.2
1 HORVU7Hr1G021490.3
1 HORVU7Hr1G022330.1
1 HORVU7Hr1G022570.1
1 HORVU7Hr1G022810.4
1 HORVU7Hr1G023030.1
1 HORVU7Hr1G023070.10
1 HORVU7Hr1G023560.1
1 HORVU7Hr1G023730.1
1 HORVU7Hr1G023790.1
1 HORVU7Hr1G024210.4
1 HORVU7Hr1G024940.8
1 HORVU7Hr1G025830.2
1 HORVU7Hr1G025850.3
1 HORVU7Hr1G026300.4
1 HORVU7Hr1G027490.1
1 HORVU7Hr1G027580.3
1 HORVU7Hr1G028070.1
1 HORVU7Hr1G028260.1
1 HORVU7Hr1G028940.1
1 HORVU7Hr1G028950.9
1 HORVU7Hr1G029680.4
1 HORVU7Hr1G029750.1
1 HORVU7Hr1G031460.1
1 HORVU7Hr1G031620.1
1 HORVU7Hr1G032110.3
1 HORVU7Hr1G032330.3
1 HORVU7Hr1G033520.1
1 HORVU7Hr1G034920.1
1 HORVU7Hr1G035030.2
1 HORVU7Hr1G035240.4
1 HORVU7Hr1G035720.1
1 HORVU7Hr1G035770.3
1 HORVU7Hr1G036090.2
1 HORVU7Hr1G036560.1
1 HORVU7Hr1G036570.2
1 HORVU7Hr1G037210.1
1 HORVU7Hr1G037290.3
1 HORVU7Hr1G038370.3
1 HORVU7Hr1G038500.44
1 HORVU7Hr1G039330.1
1 HORVU7Hr1G041280.1
1 HORVU7Hr1G041330.2
1 HORVU7Hr1G041410.2
1 HORVU7Hr1G041520.2
1 HORVU7Hr1G041690.2
1 HORVU7Hr1G042040.1
1 HORVU7Hr1G044210.1
1 HORVU7Hr1G044670.10
1 HORVU7Hr1G045920.2
1 HORVU7Hr1G046030.1
1 HORVU7Hr1G046750.1
1 HORVU7Hr1G047220.1
1 HORVU7Hr1G047860.1
1 HORVU7Hr1G048080.11
1 HORVU7Hr1G048360.1
1 HORVU7Hr1G048670.3
1 HORVU7Hr1G049880.1
1 HORVU7Hr1G050080.7
1 HORVU7Hr1G050340.1
1 HORVU7Hr1G051780.1
1 HORVU7Hr1G052270.2
1 HORVU7Hr1G053810.1
1 HORVU7Hr1G054760.2
1 HORVU7Hr1G055220.4
1 HORVU7Hr1G055320.1
1 HORVU7Hr1G057720.2
1 HORVU7Hr1G058090.2
1 HORVU7Hr1G058230.1
1 HORVU7Hr1G058750.14
1 HORVU7Hr1G059130.1
1 HORVU7Hr1G059330.1
1 HORVU7Hr1G059660.1
1 HORVU7Hr1G059760.1
1 HORVU7Hr1G060850.1
1 HORVU7Hr1G061050.1
1 HORVU7Hr1G062960.1
1 HORVU7Hr1G063500.1
1 HORVU7Hr1G064100.1
1 HORVU7Hr1G064340.3
1 HORVU7Hr1G065540.1
1 HORVU7Hr1G066130.2
1 HORVU7Hr1G066710.2
1 HORVU7Hr1G066740.1
1 HORVU7Hr1G067170.1
1 HORVU7Hr1G069420.36
1 HORVU7Hr1G070410.3
1 HORVU7Hr1G070450.2
1 HORVU7Hr1G070920.3
1 HORVU7Hr1G071090.2
1 HORVU7Hr1G071240.1
1 HORVU7Hr1G071470.1
1 HORVU7Hr1G071770.1
1 HORVU7Hr1G072820.1
1 HORVU7Hr1G073190.2
1 HORVU7Hr1G074020.2
1 HORVU7Hr1G074340.1
1 HORVU7Hr1G074420.1
1 HORVU7Hr1G074780.1
1 HORVU7Hr1G075170.1
1 HORVU7Hr1G075860.1
1 HORVU7Hr1G076220.1
1 HORVU7Hr1G076480.2
1 HORVU7Hr1G077810.1
1 HORVU7Hr1G078460.1
1 HORVU7Hr1G079530.1
1 HORVU7Hr1G081200.3
1 HORVU7Hr1G082430.1
1 HORVU7Hr1G082480.3
1 HORVU7Hr1G082490.1
1 HORVU7Hr1G082830.1
1 HORVU7Hr1G082950.1
1 HORVU7Hr1G083870.7
1 HORVU7Hr1G084290.1
1 HORVU7Hr1G084630.4
1 HORVU7Hr1G085380.1
1 HORVU7Hr1G087310.1
1 HORVU7Hr1G087380.1
1 HORVU7Hr1G087430.1
1 HORVU7Hr1G087860.4
1 HORVU7Hr1G088360.2
1 HORVU7Hr1G088720.7
1 HORVU7Hr1G088740.1
1 HORVU7Hr1G088960.1
1 HORVU7Hr1G090450.1
1 HORVU7Hr1G092130.2
1 HORVU7Hr1G092560.2
1 HORVU7Hr1G093330.2
1 HORVU7Hr1G093340.8
1 HORVU7Hr1G093720.8
1 HORVU7Hr1G093830.21
1 HORVU7Hr1G094320.1
1 HORVU7Hr1G094990.2
1 HORVU7Hr1G095040.1
1 HORVU7Hr1G095150.1
1 HORVU7Hr1G095400.2
1 HORVU7Hr1G095820.4
1 HORVU7Hr1G095970.2
1 HORVU7Hr1G096270.1
1 HORVU7Hr1G096320.3
1 HORVU7Hr1G097020.1
1 HORVU7Hr1G097470.8
1 HORVU7Hr1G097520.10
1 HORVU7Hr1G097940.1
1 HORVU7Hr1G098200.2
1 HORVU7Hr1G098630.1
1 HORVU7Hr1G098820.1
1 HORVU7Hr1G099090.1
1 HORVU7Hr1G100370.2
1 HORVU7Hr1G101230.1
1 HORVU7Hr1G103010.2
1 HORVU7Hr1G103060.4
1 HORVU7Hr1G105050.1
1 HORVU7Hr1G105330.1
1 HORVU7Hr1G105620.3
1 HORVU7Hr1G105640.7
1 HORVU7Hr1G105690.1
1 HORVU7Hr1G105700.1
1 HORVU7Hr1G106280.1
1 HORVU7Hr1G106690.1
1 HORVU7Hr1G107190.2
1 HORVU7Hr1G107410.1
1 HORVU7Hr1G107510.2
1 HORVU7Hr1G108170.1
1 HORVU7Hr1G109210.1
1 HORVU7Hr1G109710.1
1 HORVU7Hr1G109870.1
1 HORVU7Hr1G110010.1
1 HORVU7Hr1G110730.2
1 HORVU7Hr1G110960.1
1 HORVU7Hr1G111450.1
1 HORVU7Hr1G111810.4
1 HORVU7Hr1G111940.1
1 HORVU7Hr1G112300.2
1 HORVU7Hr1G112740.4
1 HORVU7Hr1G113110.1
1 HORVU7Hr1G113160.1
1 HORVU7Hr1G113290.1
1 HORVU7Hr1G114010.1
1 HORVU7Hr1G114030.6
1 HORVU7Hr1G114360.1
1 HORVU7Hr1G115120.44
1 HORVU7Hr1G115360.1
1 HORVU7Hr1G115720.3
1 HORVU7Hr1G116080.9
1 HORVU7Hr1G116160.1
1 HORVU7Hr1G116630.1
1 HORVU7Hr1G116750.3
1 HORVU7Hr1G117170.1
1 HORVU7Hr1G117400.3
1 HORVU7Hr1G117780.6
1 HORVU7Hr1G118760.1
1 HORVU7Hr1G118950.1
1 HORVU7Hr1G119990.1
1 HORVU7Hr1G120040.1
1 HORVU7Hr1G120910.1
1 HORVU7Hr1G121040.2
1 HORVU7Hr1G121070.1
1 HORVU7Hr1G121150.16
1 HORVU7Hr1G121430.7
1 HORVU7Hr1G122210.16
1 HORVU7Hr1G122290.2
1 HORVU7Hr1G122340.5
